                                                             External penalty method                                                             
    c_x        c_y        H(c)        r      dir     c_x        c_y         f(c)         n_x         n_y         f(n)         hx          hy      
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.3790e-01  1.3201e+00   5.2543e+02        -//- -2.4412e-04 
       -//-       -//-       -//-       -//-   x  2.3790e-01 1.3201e+00   5.2543e+02  2.3814e-01  1.3201e+00 d-3.0547e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3814e-01 1.3201e+00 d-3.0547e-03  2.3838e-01  1.3201e+00 d-2.3478e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3838e-01 1.3201e+00 d-2.3478e-05  2.3863e-01  1.3201e+00 d+3.0051e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3838e-01  1.3199e+00   5.2542e+02  1.2206e-04        -//- 
       -//-       -//-       -//-       -//-   y  2.3838e-01 1.3199e+00   5.2542e+02  2.3838e-01  1.3196e+00 d-2.0688e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3838e-01 1.3196e+00 d-2.0688e-03  2.3838e-01  1.3194e+00 d+4.3753e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.3851e-01  1.3196e+00 d-1.8530e-03        -//- -1.2206e-04 
       -//-       -//-       -//-       -//-   x  2.3851e-01 1.3196e+00 d-1.4155e-03  2.3863e-01  1.3196e+00 d-6.5829e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3863e-01 1.3196e+00 d-6.5829e-04  2.3875e-01  1.3196e+00 d+9.8584e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3863e-01  1.3195e+00 d-1.4635e-03  6.1031e-05        -//- 
       -//-       -//-       -//-       -//-   y  2.3863e-01 1.3195e+00 d-1.3649e-03  2.3863e-01  1.3194e+00 d-7.3828e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3863e-01 1.3194e+00 d-7.3828e-04  2.3863e-01  1.3192e+00 d-1.1134e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3863e-01 1.3192e+00 d-1.1134e-04  2.3863e-01  1.3191e+00 d+5.1588e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.3869e-01  1.3192e+00 d-1.5139e-03        -//- -6.1031e-05 
       -//-       -//-       -//-       -//-   x  2.3869e-01 1.3192e+00 d-9.9797e-04  2.3875e-01  1.3192e+00   5.2541e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3875e-01 1.3192e+00   5.2541e+02  2.3881e-01  1.3192e+00 d-6.1952e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3881e-01 1.3192e+00 d-6.1952e-04  2.3887e-01  1.3192e+00 d-4.3035e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3887e-01 1.3192e+00 d-4.3035e-04  2.3893e-01  1.3192e+00 d-2.4123e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3893e-01 1.3192e+00 d-2.4123e-04  2.3899e-01  1.3192e+00 d-5.2143e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3899e-01 1.3192e+00 d-5.2143e-05  2.3905e-01  1.3192e+00 d+1.3690e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3899e-01  1.3192e+00 d-9.1016e-04  3.0515e-05        -//- 
       -//-       -//-       -//-       -//-   y  2.3899e-01 1.3192e+00 d-7.7326e-04  2.3899e-01  1.3191e+00 d-6.1650e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3899e-01 1.3191e+00 d-6.1650e-04  2.3899e-01  1.3191e+00 d-4.5970e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3899e-01 1.3191e+00 d-4.5970e-04  2.3899e-01  1.3190e+00 d-3.0287e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3899e-01 1.3190e+00 d-3.0287e-04  2.3899e-01  1.3189e+00 d-1.4601e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3899e-01 1.3189e+00 d-1.4601e-04  2.3899e-01  1.3189e+00 d+1.0895e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.3902e-01  1.3189e+00 d-3.6303e-04        -//- -3.0515e-05 
       -//-       -//-       -//-       -//-   x  2.3902e-01 1.3189e+00 d-3.5214e-04  2.3905e-01  1.3189e+00 d-3.0487e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3905e-01 1.3189e+00 d-3.0487e-04  2.3909e-01  1.3189e+00 d-2.5760e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3909e-01 1.3189e+00 d-2.5760e-04  2.3912e-01  1.3189e+00 d-2.1034e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3912e-01 1.3189e+00 d-2.1034e-04  2.3915e-01  1.3189e+00 d-1.6309e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3915e-01 1.3189e+00 d-1.6309e-04  2.3918e-01  1.3189e+00 d-1.1584e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3918e-01 1.3189e+00 d-1.1584e-04  2.3921e-01  1.3189e+00 d-6.8593e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3921e-01 1.3189e+00 d-6.8593e-05  2.3924e-01  1.3189e+00 d-2.1353e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3924e-01 1.3189e+00 d-2.1353e-05  2.3927e-01  1.3189e+00 d+2.5881e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3924e-01  1.3189e+00 d-3.5765e-04  1.5257e-05        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3189e+00 d-3.3177e-04  2.3924e-01  1.3189e+00 d-2.9255e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3189e+00 d-2.9255e-04  2.3924e-01  1.3189e+00 d-2.5333e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3189e+00 d-2.5333e-04  2.3924e-01  1.3188e+00 d-2.1410e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3188e+00 d-2.1410e-04  2.3924e-01  1.3188e+00 d-1.7487e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3188e+00 d-1.7487e-04  2.3924e-01  1.3188e+00 d-1.3564e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3188e+00 d-1.3564e-04  2.3924e-01  1.3187e+00 d-9.6402e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3187e+00 d-9.6402e-05  2.3924e-01  1.3187e+00 d-5.7159e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3187e+00 d-5.7159e-05  2.3924e-01  1.3187e+00 d-1.7911e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3924e-01 1.3187e+00 d-1.7911e-05  2.3924e-01  1.3186e+00 d+2.1341e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.3925e-01  1.3187e+00 d-1.9295e-04        -//- -1.5257e-05 
       -//-       -//-       -//-       -//-   x  2.3925e-01 1.3187e+00 d-1.7161e-04  2.3927e-01  1.3187e+00 d-1.5980e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3927e-01 1.3187e+00 d-1.5980e-04  2.3928e-01  1.3187e+00 d-1.4799e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3928e-01 1.3187e+00 d-1.4799e-04  2.3930e-01  1.3187e+00 d-1.3618e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3930e-01 1.3187e+00 d-1.3618e-04  2.3931e-01  1.3187e+00 d-1.2437e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3931e-01 1.3187e+00 d-1.2437e-04  2.3933e-01  1.3187e+00 d-1.1256e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3933e-01 1.3187e+00 d-1.1256e-04  2.3934e-01  1.3187e+00 d-1.0076e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3934e-01 1.3187e+00 d-1.0076e-04  2.3936e-01  1.3187e+00 d-8.8949e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3936e-01 1.3187e+00 d-8.8949e-05  2.3938e-01  1.3187e+00 d-7.7142e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3938e-01 1.3187e+00 d-7.7142e-05  2.3939e-01  1.3187e+00 d-6.5336e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3939e-01 1.3187e+00 d-6.5336e-05  2.3941e-01  1.3187e+00 d-5.3530e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3941e-01 1.3187e+00 d-5.3530e-05  2.3942e-01  1.3187e+00 d-4.1726e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3942e-01 1.3187e+00 d-4.1726e-05  2.3944e-01  1.3187e+00 d-2.9921e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3944e-01 1.3187e+00 d-2.9921e-05  2.3945e-01  1.3187e+00 d-1.8118e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3945e-01 1.3187e+00 d-1.8118e-05  2.3947e-01  1.3187e+00 d-6.3149e-06        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.3947e-01 1.3187e+00 d-6.3149e-06  2.3948e-01  1.3187e+00 d+5.4873e-06        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01  1.3187e+00 d-1.4861e-04  7.6287e-06        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3187e+00 d-1.4312e-04  2.3947e-01  1.3186e+00 d-1.3331e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3186e+00 d-1.3331e-04  2.3947e-01  1.3186e+00 d-1.2350e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3186e+00 d-1.2350e-04  2.3947e-01  1.3186e+00 d-1.1369e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3186e+00 d-1.1369e-04  2.3947e-01  1.3186e+00 d-1.0388e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3186e+00 d-1.0388e-04  2.3947e-01  1.3186e+00 d-9.4065e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3186e+00 d-9.4065e-05  2.3947e-01  1.3186e+00 d-8.4252e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3186e+00 d-8.4252e-05  2.3947e-01  1.3185e+00 d-7.4438e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3185e+00 d-7.4438e-05  2.3947e-01  1.3185e+00 d-6.4624e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3185e+00 d-6.4624e-05  2.3947e-01  1.3185e+00 d-5.4809e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3185e+00 d-5.4809e-05  2.3947e-01  1.3185e+00 d-4.4994e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3185e+00 d-4.4994e-05  2.3947e-01  1.3185e+00 d-3.5178e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3185e+00 d-3.5178e-05  2.3947e-01  1.3185e+00 d-2.5361e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3185e+00 d-2.5361e-05  2.3947e-01  1.3185e+00 d-1.5544e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3185e+00 d-1.5544e-05  2.3947e-01  1.3184e+00 d-5.7268e-06        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.3947e-01 1.3184e+00 d-5.7268e-06  2.3947e-01  1.3184e+00 d+4.0914e-06        -//-        -//- 
 2.3947e-01 1.3184e+00 1.8433e-03 1.0000e+05   -           -          -            -           -           -            -           -           - 
       -//-       -//-       -//-       -//-   x  2.3947e-01 1.3184e+00   6.9131e+02  2.3947e-01  1.3184e+00   6.9131e+02  2.0000e+00  2.0000e+00 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.2395e+00  1.3184e+00   1.1556e+05        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//- -1.7605e+00  1.3184e+00   5.0221e+06 -2.0000e+00        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01  3.3184e+00   1.9305e+05 -1.0000e+00        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01 -6.8156e-01   4.5825e+06        -//- -2.0000e+00 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//- -7.6053e-01  1.3184e+00   6.5766e+05        -//- -1.0000e+00 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  1.2395e+00  1.3184e+00   3.8400e+03  1.0000e+00        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01  3.1845e-01   5.7915e+05  5.0000e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01  2.3184e+00   4.4253e+03        -//-  1.0000e+00 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  7.3946e-01  1.3184e+00   1.5685e+03        -//-  5.0000e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//- -2.6053e-01  1.3184e+00   1.1112e+05 -5.0000e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01  1.8184e+00   1.6304e+03 -2.5000e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01  8.1845e-01   9.5192e+04        -//- -5.0000e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//- -1.0530e-02  1.3184e+00   2.3851e+04        -//- -2.5000e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  4.8946e-01  1.3184e+00   9.2452e+02  2.5000e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01  1.0684e+00   2.0214e+04  1.2500e-01        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.3947e-01  1.5684e+00   9.1767e+02        -//-  2.5000e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  3.6446e-01  1.3184e+00   6.9128e+02        -//-  1.2500e-01 
       -//-       -//-       -//-       -//-   x  3.6446e-01 1.3184e+00   6.9128e+02  4.8946e-01  1.3184e+00   9.2451e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  3.6446e-01  1.4434e+00   8.8642e+02  6.2498e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  3.6446e-01  1.1934e+00   8.4620e+02        -//- -1.2500e-01 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  4.2696e-01  1.3184e+00   8.0134e+02        -//- -6.2498e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  3.0197e-01  1.3184e+00   5.9343e+02 -6.2498e-02        -//- 
       -//-       -//-       -//-       -//-   x  3.0197e-01 1.3184e+00   5.9343e+02  2.3947e-01  1.3184e+00   6.9130e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  3.0197e-01  1.2559e+00   6.8886e+02 -3.1249e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  3.0197e-01  1.3809e+00   6.7820e+02        -//-  6.2498e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.7072e-01  1.3184e+00   5.4883e+02        -//-  3.1249e-02 
       -//-       -//-       -//-       -//-   x  2.7072e-01 1.3184e+00   5.4883e+02  2.3947e-01  1.3184e+00   6.9129e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.7072e-01  1.3497e+00   5.8824e+02 -1.5624e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.7072e-01  1.2872e+00   6.7227e+02        -//- -3.1249e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5509e-01  1.3184e+00   5.6524e+02        -//- -1.5624e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.8634e-01  1.3184e+00   5.7078e+02  1.5624e-02        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.7072e-01  1.3028e+00   5.6246e+02  7.8122e-03        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.7072e-01  1.3341e+00   5.6811e+02        -//-  1.5624e-02 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.7853e-01  1.3184e+00   5.5972e+02        -//-  7.8122e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6290e-01  1.3184e+00   5.4424e+02 -7.8122e-03        -//- 
       -//-       -//-       -//-       -//-   x  2.6290e-01 1.3184e+00   5.4424e+02  2.5509e-01  1.3184e+00   5.6524e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6290e-01  1.3263e+00   5.4757e+02 -3.9061e-03        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6290e-01  1.3106e+00   5.6323e+02        -//- -7.8122e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.5900e-01  1.3184e+00   5.5133e+02        -//- -3.9061e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6681e-01  1.3184e+00   5.4388e+02  3.9061e-03        -//- 
       -//-       -//-       -//-       -//-   x  2.6681e-01 1.3184e+00   5.4388e+02  2.7072e-01  1.3184e+00   5.4883e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6681e-01  1.3145e+00   5.4429e+02  1.9530e-03        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6681e-01  1.3223e+00   5.4817e+02        -//-  3.9061e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6876e-01  1.3184e+00   5.4613e+02        -//-  1.9530e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6486e-01  1.3184e+00   5.4323e+02 -1.9530e-03        -//- 
       -//-       -//-       -//-       -//-   x  2.6486e-01 1.3184e+00   5.4323e+02  2.6290e-01  1.3184e+00   5.4424e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6486e-01  1.3204e+00   5.4365e+02 -9.7651e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6486e-01  1.3165e+00   5.4424e+02        -//- -1.9530e-03 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6388e-01  1.3184e+00   5.4353e+02        -//- -9.7651e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6583e-01  1.3184e+00   5.4335e+02  9.7651e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6486e-01  1.3175e+00   5.4356e+02  4.8825e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6486e-01  1.3194e+00   5.4326e+02        -//-  9.7651e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6535e-01  1.3184e+00   5.4324e+02        -//-  4.8825e-04 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6437e-01  1.3184e+00   5.4333e+02 -4.8825e-04        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6486e-01  1.3189e+00   5.4320e+02 -2.4412e-04        -//- 
       -//-       -//-       -//-       -//-   y  2.6486e-01 1.3189e+00   5.4320e+02  2.6486e-01  1.3194e+00   5.4326e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6461e-01  1.3189e+00   5.4319e+02        -//-  2.4412e-04 
       -//-       -//-       -//-       -//-   x  2.6461e-01 1.3189e+00   5.4319e+02  2.6437e-01  1.3189e+00   5.4320e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6461e-01  1.3192e+00   5.4318e+02 -1.2206e-04        -//- 
       -//-       -//-       -//-       -//-   y  2.6461e-01 1.3192e+00   5.4318e+02  2.6461e-01  1.3194e+00   5.4320e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6449e-01  1.3192e+00   5.4318e+02        -//-  1.2206e-04 
       -//-       -//-       -//-       -//-   x  2.6449e-01 1.3192e+00 d-8.4889e-03  2.6437e-01  1.3192e+00   5.4317e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6437e-01 1.3192e+00   5.4317e+02  2.6425e-01  1.3192e+00   5.4318e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6437e-01  1.3193e+00   5.4317e+02 -6.1031e-05        -//- 
       -//-       -//-       -//-       -//-   y  2.6437e-01 1.3193e+00 d-5.8726e-03  2.6437e-01  1.3194e+00 d-2.7321e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6437e-01 1.3194e+00 d-2.7321e-04  2.6437e-01  1.3195e+00 d+5.3232e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6431e-01  1.3194e+00   5.4316e+02        -//-  6.1031e-05 
       -//-       -//-       -//-       -//-   x  2.6431e-01 1.3194e+00   5.4316e+02  2.6425e-01  1.3194e+00 d-2.8987e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6425e-01 1.3194e+00 d-2.8987e-03  2.6419e-01  1.3194e+00 d-1.2685e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6419e-01 1.3194e+00 d-1.2685e-03  2.6413e-01  1.3194e+00 d+3.6214e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6419e-01  1.3195e+00 d-2.8895e-03 -3.0515e-05        -//- 
       -//-       -//-       -//-       -//-   y  2.6419e-01 1.3195e+00 d-2.5274e-03  2.6419e-01  1.3195e+00 d-1.1283e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6419e-01 1.3195e+00 d-1.1283e-03  2.6419e-01  1.3196e+00 d+2.7048e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6416e-01  1.3195e+00   5.4315e+02        -//-  3.0515e-05 
       -//-       -//-       -//-       -//-   x  2.6416e-01 1.3195e+00   5.4315e+02  2.6413e-01  1.3195e+00 d-1.1118e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6413e-01 1.3195e+00 d-1.1118e-03  2.6409e-01  1.3195e+00 d-7.0413e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6409e-01 1.3195e+00 d-7.0413e-04  2.6406e-01  1.3195e+00 d-2.9639e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6406e-01 1.3195e+00 d-2.9639e-04  2.6403e-01  1.3195e+00 d+1.1140e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6406e-01  1.3196e+00 d-1.6476e-03 -1.5257e-05        -//- 
       -//-       -//-       -//-       -//-   y  2.6406e-01 1.3196e+00 d-1.5362e-03  2.6406e-01  1.3196e+00 d-1.1865e-03        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6406e-01 1.3196e+00 d-1.1865e-03  2.6406e-01  1.3196e+00 d-8.3681e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6406e-01 1.3196e+00 d-8.3681e-04  2.6406e-01  1.3197e+00 d-4.8720e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6406e-01 1.3197e+00 d-4.8720e-04  2.6406e-01  1.3197e+00 d-1.3764e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6406e-01 1.3197e+00 d-1.3764e-04  2.6406e-01  1.3197e+00 d+2.1188e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x        -//-       -//-         -//-  2.6405e-01  1.3197e+00 d-1.1425e-03        -//-  1.5257e-05 
       -//-       -//-       -//-       -//-   x  2.6405e-01 1.3197e+00 d-9.3064e-04  2.6403e-01  1.3197e+00 d-8.2871e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6403e-01 1.3197e+00 d-8.2871e-04  2.6402e-01  1.3197e+00 d-7.2677e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6402e-01 1.3197e+00 d-7.2677e-04  2.6400e-01  1.3197e+00   5.4314e+02        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6400e-01 1.3197e+00   5.4314e+02  2.6399e-01  1.3197e+00 d-5.2287e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6399e-01 1.3197e+00 d-5.2287e-04  2.6397e-01  1.3197e+00 d-4.2091e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6397e-01 1.3197e+00 d-4.2091e-04  2.6396e-01  1.3197e+00 d-3.1895e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6396e-01 1.3197e+00 d-3.1895e-04  2.6394e-01  1.3197e+00 d-2.1698e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6394e-01 1.3197e+00 d-2.1698e-04  2.6393e-01  1.3197e+00 d-1.1500e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6393e-01 1.3197e+00 d-1.1500e-04  2.6391e-01  1.3197e+00 d-1.3018e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   x  2.6391e-01 1.3197e+00 d-1.3018e-05  2.6390e-01  1.3197e+00 d+8.8971e-05        -//-        -//- 
       -//-       -//-       -//-       -//-   y        -//-       -//-         -//-  2.6391e-01  1.3197e+00 d-9.6205e-04 -7.6287e-06        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3197e+00 d-8.7308e-04  2.6391e-01  1.3197e+00 d-7.8569e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3197e+00 d-7.8569e-04  2.6391e-01  1.3197e+00 d-6.9830e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3197e+00 d-6.9830e-04  2.6391e-01  1.3198e+00 d-6.1092e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3198e+00 d-6.1092e-04  2.6391e-01  1.3198e+00 d-5.2354e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3198e+00 d-5.2354e-04  2.6391e-01  1.3198e+00 d-4.3617e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3198e+00 d-4.3617e-04  2.6391e-01  1.3198e+00 d-3.4881e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3198e+00 d-3.4881e-04  2.6391e-01  1.3198e+00 d-2.6145e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3198e+00 d-2.6145e-04  2.6391e-01  1.3198e+00 d-1.7409e-04        -//-        -//- 
       -//-       -//-       -//-       -//-   y  2.6391e-01 1.3198e+00 d-1.7409e-04  2.6391e-01  1.3198e+00 d-8.6746e-05        -//-        -//- 
